,categories,seedwords,words,rseeds
62,pet,['horse'],"['bike', 'flanks', 'pegasus', 'mare', 'rider', 'black_horse', 'epona', 'white_horse', 'foal', 'saddled', 'wagon', 'other_horses', 'pasture', 'stallion', 'carriage', 'mounts', 'horseback', 'black_stallion', 'dismounting', 'horse', 'bridle', 'steed', 'reigns', 'barn', 'camel', 'tractor', 'corral', 'saddle', 'colt', 'boat', 'dragon', 'stag', 'stables', 'hooves', 'own_horse', 'horses', 'pet', 'other_horse', 'bicycle', 'mount', 'canter', 'galloping', 'gallop', 'pony', 'trot', 'chariot', 'goat', 'dismounted', 'paddock', 'sled', 'reins', 'rabbit']",[33]
63,childish,['amusing'],"['observant', 'annoyed', 'funny', 'comical', 'offensive', 'upsetting', 'disturbing', 'odd', 'bizarre', 'amused', 'straightforward', 'predictable', 'distracting', 'fascinated', 'shocking', 'believable', 'doubtful', 'outrageous', 'frightening', 'obvious', 'humiliating', 'displeased', 'humorous', 'harmless', 'fascinating', 'frustrating', 'preposterous', 'repulsive', 'unfair', 'embarrassing', 'troublesome', 'difficult', 'ironic', 'unattractive', 'mortifying', 'troubling', 'unsettling', 'disconcerting', 'surprising', 'offended', 'disappointing', 'childish', 'hypocritical', 'enthusiastic', 'unpleasant', 'insulting', 'hilarious', 'unrealistic', 'irked', 'irritating', 'attractive', 'flattering', 'enjoyable', 'endearing', 'infuriating', 'laughable', 'ludicrous', 'untrue', 'unnerving', 'unprofessional', 'ridiculous', 'intrigued', 'satisfying', 'distasteful', 'appealing', 'absurd', 'disturbed', 'likeable', 'idiotic', 'interesting', 'inappropriate', 'admirable', 'intriguing', 'astounded', 'amusing', 'entertaining', 'pleasing', 'inquisitive']",[10]
64,cooking,['flour'],"['olive_oil', 'paper_plates', 'noodles', 'silly_string', 'bucket', 'yolk', 'other_ingredients', 'tomatoes', 'squirting', 'crumbs', 'ketchup', 'fake_blood', 'onions', 'sour_cream', 'napkins', 'flour', 'strawberries', 'frying_pan', 'handfuls', 'mixing_bowl', 'gunk', 'shaving_cream', 'squirt', 'ice_cubes', 'cups', 'pasta_sauce', 'wooden_spoon', 'bowel', 'pepper', 'chocolate_sauce', 'tomato_sauce', 'whipped_cream', 'can', 'condiments', 'dough', 'blender', 'jug', 'hot_pan', 'celery', 'pasta', 'bowls', 'mash_potatoes', 'red_paint', 'few_pieces', 'hot_sauce', 'salt', 'purple_paint', 'cubes', 'oil', 'goop', 'sausages', 'sauce', 'baking_soda', 'toilet_paper', 'egg', 'marshmallow', 'chocolate_chips', 'spraying', 'small_plate', 'paper_plate', 'spoon', 'chili', 'juice', 'spatula', 'batter', 'vinegar', 'mashed_potatoes', 'ladle', 'gravy', 'more_paint', 'large_bowl', 'custard', 'cookie_dough', 'green_paint', 'oatmeal', 'soapy_water', 'tea_towel', 'corn', 'white_substance', 'blueberries', 'glass_cup', 'cake_mix', 'cans', 'saucepan', 'pancake_batter', 'milk', 'potatoes', 'watermelon', 'water_balloons', 'stuffing', 'paper_towel', 'syrup', 'vanilla_ice_cream', 'spaghetti', 'plastic_cups', 'whip_cream', 'pink_paint', 'mustard', 'butter', 'pan', 'small_bowl', 'red_sauce', 'pans', 'pancake_mix', 'paint', 'wrappers', 'eggs', 'dirty_plates', 'cooking', 'mayonnaise', 'table_cloth', 'marshmallows', 'mayo', 'pudding', 'spray_bottle', 'food_coloring', 'chocolate_syrup', 'cake_batter', 'peppers', 'toothpaste', 'powdered_sugar', 'skillet', 'glob', 'icing', 'peanut_butter', 'boiling_water', 'spaghetti_sauce', 'whole_bag', 'plastic_spoon', 'big_bowl', 'soy_sauce', 'tinfoil', 'grape', 'maple_syrup', 'white_powder', 'mashed_potato', 'raspberries', 'foam', 'soup', 'drizzled', 'detergent', 'hairspray', 'sprinkles', 'pizza_sauce', 'noodle', 'lettuce', 'blue_paint', 'crust', 'frosting', 'nutella', 'lemon_juice', 'whisk', 'powder', 'bowl', 'oats', 'rice', 'containers', 'grease', 'pancake', 'white_stuff', 'paper_towels', 'grapes']",[147]
65,exasperation,['disgust'],"['digust', 'revulsion', 'envy', 'annoyance', 'wonderment', 'utter_disgust', 'pure_anger', 'disapproving', 'disgust', 'disappointment', 'dissapointment', 'discust', 'fury', 'discontent', 'pure_horror', 'utter_disbelief', 'utter_shock', 'consternation', 'puzzlement', 'bewilderment', 'pure_hate', 'malice', 'sneer', 'repulsion', 'horror', 'amusement', 'disapproval', 'utter_confusion', 'grimace', 'pure_confusion', 'indignation', 'scorn', 'distaste', 'agitation', 'incredulity', 'hatred', 'loathing', 'displeasure', 'pure_rage', 'pure_terror', 'jealously', 'aggravation', 'absolute_horror', 'pure_shock', 'frustration', 'disdain', 'disgusted_look', 'irritation', 'pure_fear', 'disbelief', 'contempt', 'jealousy', 'distastefully', 'scowl', 'pure_hatred', 'disgusted', 'pure_disgust', 'exasperation', 'astonishment', 'satisfaction', 'shock', 'confusion']",[5]
66,religion,['messiah'],"['', 'religion', 'messiah']",[66]
67,hipster,['alternative'],"['anomaly', 'practical', 'hipster', 'upbringing', 'phenomenon', 'issue', 'adequate', 'obligation', 'other_reason', 'experience', 'profession', 'preferable', 'entity', 'option', 'easy_task', 'individual', 'appeal', 'most_cases', 'likelihood', 'ulterior_motive', 'justification', 'circumstance', 'attachment', 'method', 'inkling', 'benefit', 'abomination', 'psy', 'impossibility', 'basis', 'affinity', 'consolation', 'alternative', 'intervention', 'alternatives', 'ideal', 'scheme', 'trickery', 'endeavor', 'improvement', 'extent', 'philosophy', 'hindrance', 'mindset', 'perhaps', 'invention', 'scenario', 'necessity']",[3]
68,internet,['glitch'],"['avatar', 'tactic', 'infer', 'malfunction', 'prototype', 'trigger', 'occurrences', 'defect', 'old_story', 'component', 'software', 'experimentation', 'malfunctioning', 'real_problem', 'mechanics', 'reactor', 'faulty', 'new_idea', 'catalyst', 'reversal', 'simulation', 'certain_person', 'phenomenon', 'manual', 'complication', 'hacking', 'activation', 'theory', 'user', 'backup_plan', 'cruel_joke', 'shinigami', 'breakthrough', 'time_travel', 'evolution', 'paranormal', 'malfunctioned', 'processing', 'sao', 'test_subject', 'discontinued', 'deactivate', 'power_source', 'glitches', 'murder_case', 'context', 'diversion', 'first_stage', 'wicked', 'snippet', 'function', 'objective', 'equation', 'visual', 'internet', 'experiment', 'reset', 'programming', 'satellite', 'global_warming', 'human_brain', 'decoy', 'scenario', 'riddle', 'exact_location', 'activate', 'hoax', 'probability', 'triggers', 'glitched', 'mutation', 'error', 'method', 'paradox', 'analysis', 'temporary', 'audio', 'system', 'glitch', 'time_machine']",[41]
69,surprise,['stunned'],"['paralyzed', 'complete_shock', 'awed', 'dumbfounded', 'speechless', 'perplexed', 'transfixed', 'unaffected', 'bewildered', 'unfazed', 'stupefied', 'entranced', 'mesmerized', 'appalled', 'frozen', 'utter_shock', 'mesmerised', 'bewilderment', 'surprise', 'horrified', 'aback', 'awestruck', 'stunned', 'frightened', 'froze', 'mortified', 'amazed', 'gaping', 'total_shock', 'shocked', 'dumbstruck', 'petrified', 'gaped', 'baffled', 'complete_awe', 'surprised', 'flabbergasted', 'gobsmacked', 'gawked', 'dazed', 'aghast', 'stunned_silence', 'startled', 'awe', 'shocking', 'astounded', 'confused', 'astonishment', 'puzzled', 'shock', 'astonished']",[1]
70,reading,['commenting'],"['', 'inbox', 'shoutouts', 'imagines', 'other_readers', 'comments', 'fanfics', 'silent_readers', 'hate_comments', 'lovely_people', 'posting', 'mean_comments', 'fan_fics', 'feedbacks', 'bad_comments', 'reading', 'few_comments', 'shoutout', 'positive_feedback', 'suggestions', 'voting', 'rude_comments', 'just_comment', 'good_comments', 'favorite', 'preferences', 'constructive_criticism', 'other_books', 'other_stories', 'fanfic', 'message', 'vote_comment', 'negative_comments', 'commentvote', 'comment_section', 'commenting', 'message_board', 'lovely_comments', 'more_comments', 'voted', 'great_ideas', 'reading_list', 'fan', 'readers', 'positive_comments', 'new_cover', 'wattpad', 'voters', 'opinions', 'more_reads', 'critiques', 'votes', 'dedications', 'fanfictions', 'votecomment', 'corrections', 'requests', 'spam', 'nice_comments', 'edits', 'vote', 'follow', 'first_comment', 'other_fanfics', 'storys', 'criticism', 'comment_vote', 'comment', 'feedback', 'comments_section', 'reviews']",[40]
71,worship,['morality'],"['merit', 'upbringing', 'workings', 'nobility', 'perception', 'obligations', 'human_mind', 'gita', 'oneself', 'intelligence', 'virtues', 'shortcomings', 'corruption', 'religions', 'mortality', 'prejudices', 'ambition', 'beliefs', 'therein', 'treachery', 'hypocrisy', 'equality', 'good_deeds', 'values', 'yog', 'mankind', 'culture', 'penance', 'morality', 'desires', 'morals', 'warfare', 'failures', 'wealth', 'attain', 'undermine', 'worship', 'aspects', 'integrity', 'mastery', 'dictates', 'ideal', 'philosophy', 'decorum', 'persecution', 'deception', 'discrimination', 'democracy', 'independence', 'ideals', 'discipline', 'distinction', 'poverty', 'folly', 'society', 'blossoming', 'unity', 'concepts', 'pettiness', 'enlightenment', 'ruling', 'disregard', 'basis', 'virtue', 'intellect', 'prejudice', 'cosmic_consciousness', 'traditions', 'whereby', 'moreover', 'human_beings', 'humility', 'obedience', 'human_nature', 'conduct', 'conformity', 'ethics', 'righteousness', 'islam', 'liberation', 'heroism', 'free_will', 'yagya', 'religion', 'individuality', 'association', 'credibility', 'attributes', 'selflessness', 'deeds', 'christianity', 'thereby', 'propriety', 'exploitation', 'limitations', 'humankind', 'whims', 'vices', 'influences', 'diplomacy', 'preservation', 'necessity']",[98]
72,leader,['founder'],"['richest_man', 'state', 'occupation', 'infamous', 'successor', 'military', 'monarchy', 'leader', 'descendant', 'oceania', 'resident', 'heiress', 'division', 'scholar', 'researcher', 'kings', 'former', 'renowned', 'recruited', 'industry', 'police_force', 'elected', 'enforcer', 'prime_minister', 'chief', 'pope', 'assassinated', 'architect', 'creator', 'helper', 'royal_family', 'presidents', 'formerly', 'army', 'ambassador', 'vice_president', 'predecessor', 'ceo', 'bachelor', 'rumoured', 'armed_forces', 'deceased', 'executive', 'dubbed', 'wealthiest', 'senate', 'historian', 'the_united_states_of_america', 'trainee', 'own_country', 'americas', 'province', 'government', 'the_air_force', 'agency', 'commissioned', 'president', 'politician', 'representative', 'founder', 'citizen', 'advisors', 'appointed', 'employed', 'organisation', 'rumored', 'businessman', 'corporation', 'marines', 'funded', 'establishment', 'benefactor', 'organization', 'new_president', 'great_britain', 'new_leader', 'heirs', 'elite', 'crown', 'association', 'banker', 'scholars', 'engineer', 'normandy', 'the_royal_family', 'advisor', 'inventor', 'company', 'the_united_states', 'renamed', 'the_united_kingdom', 'prime', 'ancestor', 'parliament']",[2]
73,independence,['feminist'],"['independence', 'narcissist', 'pushover', 'manwhore', 'badass', 'airhead', 'pessimist', 'overconfident', 'control_freak', 'feminist', 'homosexual', 'pompous', 'illiterate', 'bratty', 'snobbish', 'educated', 'sadist', 'nau00efve', 'uneducated', 'partier', 'attitude_problem', 'just_a_pretty_face', 'hypocrite', 'goodytwoshoes', 'conceited', 'spoilt_brat', 'spoiled_brat', 'racist', 'worrier', 'delinquent', 'egoistic', 'misfit', 'mean_person', 'prude', 'oddball', 'stuck_up_bitch', 'huge_ego', 'narcissistic', 'promiscuous', 'boastful', 'snob', 'egotistical', 'homophobic', 'dishonest', 'materialistic', 'sexist', 'snooty']",[5]
74,movement,['jog'],"['trudging', 'storm', 'trotting', 'light_jog', 'trek', 'shuffle', 'stride', 'exit', 'speed', 'strut', 'racing', 'hurried', 'jogging', 'waddle', 'trekked', 'scamper', 'slow_walk', 'scramble', 'jogs', 'ambling', 'gallop', 'mad_dash', 'running', 'raced', 'plodded', 'heading', 'short_walk', 'dashing', 'tiptoeing', 'ambled', 'clamber', 'dash', 'walk', 'zoom', 'near', 'sprinting', 'pedaling', 'drag', 'amble', 'hobbling', 'pad', 'rushing', 'climb', 'jogged', 'step', 'stumble', 'race', 'march', 'dart', 'park', 'sprinted', 'hobble', 'long_walk', 'clambering', 'hop', 'hike', 'trot', 'walking', 'run', 'movement', 'tiptoe', 'trudge', 'head', 'rush', 'scurry', 'trudged', 'jog', 'races', 'bolt', 'stroll', 'sprint', 'pace', 'limp', 'skating', 'pedal', 'plodding', 'slink', 'sprints', 'saunter', 'hurrying']",[37]
75,body,['knees'],"['mattress', 'bare', 'right_leg', 'frail_body', 'lower_body', 'feet', 'breasts', 'bent', 'sides', 'left_leg', 'weak_body', 'cold_floor', 'elbows', 'forearms', 'muddy_ground', 'rib_cage', 'back', 'hands', 'left_knee', 'neck', 'midsection', 'knee', 'little_body', 'kness', 'shoulders', 'kneecaps', 'limp_body', 'cushion', 'palms', 'calves', 'front_legs', 'toes', 'right_knee', 'waist', 'hips', 'ground', 'small_body', 'onto', 'tiny_body', 'chest', 'cold_ground', 'thighs', 'body', 'fragile_body', 'upper_body', 'limply', 'floor', 'legs', 'leg', 'stomach', 'torso', 'upper_torso', 'full_weight', 'shoulder_blades', 'large_chest', 'bare_chest', 'calf', 'abdomen', 'tree_trunk', 'arms', 'backside', 'ankles', 'butt', 'crouch', 'knees', 'upper_half', 'shins']",[21]
76,noise,['loudly'],"['', 'noise', 'loudly']",[65]
77,eating,['dessert'],"['biscuits', 'pepperoni_pizza', 'meatballs', 'bagels', 'shrimp', 'salads', 'fried_rice', 'appetizer', 'beverages', 'meals', 'chicken_sandwich', 'toast', 'beef', 'chocolate_cake', 'desserts', 'barbecue', 'enchiladas', 'crepes', 'refreshments', 'chocolate_chip', 'grilled_cheese', 'pork', 'ravioli', 'baked', 'small_meal', 'cooked', 'green_beans', 'turkey', 'delicious_food', 'steak', 'chocolate_chip_cookies', 'own_food', 'pasta', 'pastry', 'fruit_salad', 'amazing_food', 'milkshakes', 'buffet', 'left_overs', 'cake', 'waffles', 'doughnuts', 'good_food', 'fried_chicken', 'lobster', 'macaroni', 'salad', 'ramen', 'cakes', 'hotdogs', 'sandwhiches', 'chili', 'burgers', 'treat', 'mashed_potatoes', 'serving', 'breakfast_food', 'roast_beef', 'foods', 'gravy', 'delicious_meal', 'meal', 'grilled_cheese_sandwich', 'curry', 'roasted_chicken', 'cookie_dough', 'supper', 'sandwiches', 'cupcakes', 'oatmeal', 'chicken_salad', 'icecream', 'chicken_wings', 'muffins', 'tacos', 'omelette', 'chinese_food', 'stew', 'baked_potatoes', 'takeout', 'dinner', 'brownies', 'pizzas', 'cheesecake', 'omelet', 'french_fries', 'other_food', 'grilled_chicken', 'chicken_soup', 'scone', 'vanilla_ice_cream', 'spaghetti', 'roast', 'big_mac', 'extra_cheese', 'cheese_pizza', 'donuts', 'baking', 'delicious_dinner', 'breadsticks', 'ice_cream', 'hamburgers', 'cheeseburger', 'chicken_nuggets', 'toppings', 'breakfasts', 'cereals', 'pizza', 'seafood', 'croissants', 'so_much_food', 'lasagna', 'nachos', 'scones', 'food', 'chocolate_ice_cream', 'veggies', 'grilled', 'red_velvet_cake', 'fries', 'toasts', 'late_lunch', 'sushi', 'tomato_soup', 'favorite_meal', 'frozen_yogurt', 'ham_sandwich', 'scrambled_eggs', 'cookies', 'snack', 'dish', 'soup', 'omelets', 'appetizers', 'croissant', 'leftovers', 'eating', 'chocolate_chip_pancakes', 'porridge', 'vegetables', 'wedding_cake', 'garlic_bread', 'hot_dogs', 'orange_chicken', 'ice_creams', 'chicken', 'apple_pie', 'casserole', 'more_food', 'delicious_breakfast', 'dessert', 'main_course', 'smores', 'rice', 'meatloaf', 'yogurt', 'sundae', 'lasagne', 'steaks', 'french_toast', 'cinnamon_roll', 'smoothies']",[21]
78,medieval,['medieval'],"['urban', 'victorian', 'picturesque', 'extravagant', 'standard', 'traditional', 'imposing', 'lavish', 'far_cry', 'primitive', 'futuristic', 'decorative', 'traditionally', 'medieval_times', 'generic', 'symbolic', 'unremarkable', 'expansive', 'antique', 'medieval', 'majestic', 'modern', 'egyptian', 'ornate', 'gaudy', 'simplistic', 'drab', 'furnishings', 'regal', 'modernized', 'variations', 'outdated', 'decrepit', 'elaborate', 'ancient', 'abstract', 'fashioned', 'rustic', 'structures', 'proportions', 'obscure', 'intricate']",[17]
79,zest,['adrenalin'],"['anxiousness', 'veins', 'nervousness', 'numb_feeling', 'erratically', 'familiar_sensation', 'surge', 'sudden_rush', 'intense_pleasure', 'vains', 'electricity', 'endorphins', 'dizziness', 'nausea', 'spasms', 'blood_stream', 'tenfold', 'blood_vessels', 'nervous_energy', 'anticipation', 'arteries', 'aftershocks', 'euphoria', 'intense_pain', 'adrenaline_rush', 'excitement', 'coursing', 'guilt', 'panic', 'pulsing', 'adrenalin', 'entire_being', 'electric_current', 'coursed', 'familiar_feeling', 'dread', 'overdrive', 'blinding_pain', 'frustration', 'frenzy', 'claustrophobia', 'zest', 'fear', 'nerves', 'excruciating_pain', 'numbness', 'adrenaline', 'anxiety', 'exhilaration', 'spurt', 'surging', 'vertigo', 'tremors', 'tidal_wave', 'pulses', 'entire_body', 'sensations', 'bloodstream']",[38]
80,confusion,['unsure'],"['indecisive', 'conflicted', 'doubtful', 'contemplating', 'hopeful', 'anxious', 'puzzled', 'undecided', 'sceptical', 'dumbfounded', 'embarrassed', 'skeptical', 'questioning', 'perplexed', 'hesitated', 'deliberating', 'intrigued', 'terrified', 'bewildered', 'alarmed', 'unsure', 'knowing', 'unsettled', 'wondered', 'astonished', 'clueless', 'understanding', 'relieved', 'afraid', 'uncomfortable', 'uncertainly', 'nervous', 'stunned', 'fearful', 'question', 'hesitant', 'ashamed', 'frightened', 'wary', 'understood', 'curious', 'pondering', 'worried', 'shocked', 'convinced', 'troubled', 'cautious', 'baffled', 'uneasy', 'surprised', 'disappointed', 'unnerved', 'scared', 'wondering', 'debating', 'uncertain', 'reluctant', 'confused', 'astounded', 'hesitating', 'apprehensive', 'unconvinced', 'concerned', 'confusion']",[38]
81,water,['sparkling'],"['reflecting', 'sparkled', 'glistening', 'deep_brown', 'sparkle', 'glowed', 'glimmering', 'shone', 'gleamed', 'glowing', 'emerald_green', 'beaming', 'brightening', 'alight', 'mesmerising', 'gleaming', 'chocolate_eyes', 'glinted', 'clear_blue_eyes', 'warm_brown_eyes', 'sparking', 'glinting', 'deep_blue', 'twinkling', 'glimmer', 'turquoise_eyes', 'crystal_blue', 'sapphire_eyes', 'gold_flecks', 'luminous', 'bright_eyes', 'glimmered', 'sparkles', 'glistened', 'water', 'chocolate_brown', 'twinkled', 'glossy', 'glittered', 'shining', 'bright_brown_eyes', 'gleam', 'full_pink_lips', 'glints', 'reflected', 'emerald', 'colored_eyes', 'glint', 'twinkle', 'bright', 'mesmerizing', 'pale_blue_eyes', 'specks', 'shined', 'little_sparkle', 'glossed', 'shimmering', 'captivating', 'porcelain_skin', 'shinning', 'long_lashes', 'shimmered', 'emeralds', 'flecks', 'glittering', 'aglow', 'sparkling', 'radiant', 'light_pink_lips', 'brilliantly', 'light_eyes', 'dazzling', 'vibrant', 'rimmed', 'shinned', 'perfect_shade', 'golden_flecks', 'shimmer', 'flecked', 'glisten']",[10]
82,sports,['derby'],"['', 'video_diary', 'david_tennant', 'ehm', 'magic_mike', 'yeah', 'simpsons', 'gonna_play', 'mini', 'pll', 'adam_sandler', 'sports', 'leonardo_dicaprio', 'oscars', 'obama', 'derby', 'i', 'will_smith', 'soccer_match']",[71]
83,death,['assassinate'],"['spies', 'slaughter', 'infiltrate', 'conspiring', 'terrorists', 'allied', 'defeating', 'successor', 'darkhunters', 'endanger', 'dissuade', 'revolt', 'apprehend', 'defected', 'testify', 'exile', 'abduct', 'assassinated', 'reclaim', 'oversee', 'council', 'bargain', 'exiled', 'overthrow', 'dirty_work', 'recruiting', 'thwart', 'undermine', 'death', 'treason', 'exterminate', 'negotiate', 'procure', 'traitors', 'target', 'senate', 'spy', 'appoint', 'exploit', 'enlist', 'lsquothe', 'imprison', 'safeguard', 'targeting', 'forge', 'dispatch', 'obliterate', 'execute', 'resurrect', 'defeat', 'oppose', 'annihilate', 'cabal', 'enforce', 'convict', 'assassination', 'eradicate', 'recruit', 'aiding', 'assassinate', 'undertake', 'order', 'employ', 'resign', 'executed', 'destroy', 'outwit', 'shield', 'assassins', 'enslave', 'higher_ups', 'lure', 'aid', 'rally', 'slay', 'intervene', 'eliminate', 'liberate']",[25]
84,healing,['herb'],"['human_flesh', 'oil', 'olive_oil', 'toxins', 'plant', 'nectar', 'pollen', 'bacteria', 'garlic', 'basil', 'nourishment', 'gunpowder', 'incense', 'poisonous', 'coconut', 'fowl', 'berry', 'draught', 'healing', 'opium', 'fertilizer', 'salve', 'remedies', 'mushrooms', 'scented', 'oils', 'holy_water', 'chemicals', 'fungus', 'allergy', 'poisons', 'concoction', 'small_amounts', 'special_type', 'spice', 'grain', 'vervain', 'limes', 'vinegar', 'wheat', 'ambrosia', 'fungi', 'nutrients', 'wolfsbane', 'substance', 'fruit', 'fresh_water', 'poison', 'harvested', 'cabbage', 'raw_meat', 'vegetable', 'elixir', 'salt', 'chemical', 'ingredient', 'lamb', 'herbs', 'sap', 'sulfur', 'venison', 'infused', 'spices', 'vampire_blood', 'werewolf_blood', 'herb', 'antidote', 'toxin', 'substances', 'berries', 'seasoning', 'minerals']",[26]
85,legend,['history'],"['legend', 'only_class', 'health_class', 'lore', 'fractions', 'art', 'astronomy', 'time_period', 'histories', 'culture', 'different_cultures', 'discussions', 'civil_war', 'government', 'family_history', 'economics', 'science', 'achievements', 'many_things', 'subjects', 'scholars', 'technology', 'teachings', 'christianity', 'mythology', 'chemistry', 'principles', 'psychology', 'origins', 'folklore', 'mathematics', 'research', 'importance', 'other_subjects', 'documented', 'politics', 'anatomy', 'evolution', 'experiences', 'cultures', 'sciences', 'geometry', 'history', 'lessons', 'physics', 'literature', 'engineering', 'history_books', 'formulas', 'religions', 'biology', 'electives', 'philosophy', 'learning', 'the_civil_war', 'traditions', 'legends', 'curriculum', 'shakespeare', 'statistics', 'arts', 'english', 'secondary', 'geography']",[57]
86,heroic,['conquer'],"['forsake', 'conquered', 'conquer', 'greatness', 'heroic', 'strengthen', 'reclaim', 'unite', 'sacrifice', 'mankind', 'pledge', 'flourish', 'yield', 'liberate', 'great_power', 'defeating', 'defy', 'succeed', 'destroy', 'achieve', 'unity', 'forge', 'prosperity', 'bloodshed', 'battle', 'overthrow', 'reap', 'reign', 'corrupt', 'obliterate', 'enslave', 'overcome', 'thrive', 'ruling', 'prosper', 'attain', 'defeat', 'possess', 'prevail', 'surpass', 'foes', 'trials', 'oppose', 'annihilate', 'exterminate', 'harness', 'obtain', 'slay', 'human_race', 'vanquish', 'strive', 'restore', 'fulfill', 'equality', 'humankind', 'redemption', 'conquering', 'preserve', 'enslaved', 'fulfil', 'unleash', 'rule', 'eradicate', 'dominate', 'salvation', 'perish', 'eliminate', 'downfall', 'rebuild', 'evolve', 'banish', 'accomplish', 'manifest']",[16]
87,celebration,['spending'],"['bonding', 'planning', 'holed', 'travelling', 'babysitting', 'spent', 'spends', 'visiting', 'holidays', 'vacation', 'better_part', 'summer_vacation', 'spending', 'partying', 'holiday', 'quality_time', 'cooped', 'celebration', 'family_time', 'spend', 'vacations', 'a_weekend', 'moping', 'free_time', 'staying']",[49]
88,restaurant,['appetizer'],"['chicken_fingers', 'pepperoni_pizza', 'peri', 'salads', 'fried_rice', 'appetizer', 'chicken_sandwich', 'hot_chocolates', 'desserts', 'chicken_strips', 'curly_fries', 'crepes', 'chocolate_chip', 'ravioli', 'large_pizza', 'small_salad', 'hot_wings', 'cheese_fries', 'caesar_salad', 'fried_chicken', 'lobster', 'sandwhiches', 'hotdogs', 'carbonara', 'white_rice', 'serving', 'cheeses', 'cheese_burger', 'strawberry_ice_cream', 'kimchi', 'chocolate_shake', 'curry', 'veggie', 'large_fries', 'chicken_salad', 'chicken_wings', 'baked_potatoes', 'vanilla_milkshake', 'french_fries', 'grilled_chicken', 'lattes', 'bread_sticks', 'soups', 'roast', 'big_mac', 'extra_cheese', 'cheese_pizza', 'breadsticks', 'cheeseburger', 'hamburgers', 'chicken_nuggets', 'chocolate_milkshake', 'sundaes', 'toppings', 'gourmet', 'croissants', 'nachos', 'scones', 'red_velvet_cake', 'toasts', 'restaurant', 'tomato_soup', 'strawberry_milkshake', 'dumplings', 'panini', 'chocolate_chip_cookie', 'appetizers', 'large_coke', 'chocolate_muffin', 'cheeseburgers', 'onion_rings', 'beef_stew', 'orange_chicken', 'garlic_bread', 'chicken', 'chicken_burger', 'large_fry', 'dessert', 'lemonades', 'main_course', 'steaks']",[13]
89,violence,['violence'],"['cruelty', 'necessity', 'causes', 'conflict', 'intimidation', 'ignorance', 'discipline', 'cowardice', 'harassment', 'conflicts', 'racism', 'resort', 'aggression', 'morality', 'primarily', 'aversion', 'offender', 'ie', 'crimes', 'abuse', 'withdrawal', 'morals', 'result', 'accusations', 'injustice', 'deceit', 'association', 'violation', 'bloodshed', 'subjected', 'pettiness', 'diseases', 'characterized', 'condone', 'verbal', 'profanity', 'disregard', 'consequence', 'resorting', 'delusions', 'magnitude', 'physical_abuse', 'delusion', 'outbursts', 'acts', 'invariably', 'violence', 'oneself', 'prejudice', 'killing', 'revolt', 'threats', 'recklessness', 'brutality', 'corruption', 'usage', 'extent', 'physical', 'claims', 'vices', 'selfharm', 'prejudices', 'drug_use', 'mental_illness', 'treachery', 'discrimination', 'hypocrisy', 'deception', 'sexual_abuse', 'heroism']",[0]
90,programming,['system'],"['drug', 'toxins', 'machine', 'scientists', 'energy', 'bacteria', 'consumption', 'sensors', 'common_sense', 'exposure', 'generator', 'viruses', 'effects', 'hacking', 'blood_stream', 'withdrawal', 'circuits', 'nervous_system', 'energies', 'result', 'operation', 'systems', 'chemicals', 'human_body', 'fuel', 'diseases', 'technology', 'function', 'brain_cells', 'fluids', 'virus', 'nutrients', 'functions', 'substance', 'blood_cells', 'reactor', 'poison', 'capacity', 'vaccine', 'facility', 'brains', 'programming', 'side_effects', 'power', 'cells', 'fluid', 'immune_system', 'radiation', 'chemical', 'serum', 'system', 'simulation', 'essence', 'brain', 'substances', 'toxin', 'dosage', 'bone_marrow', 'administered', 'counteract', 'life_force', 'bloodstream']",[33]
91,dominant_heirarchical,['monarchy'],"['democracy', 'secret_society', 'colonists', 'alliance', 'coalition', 'irraya', 'abolished', 'empires', 'new_laws', 'dictator', 'common_people', 'own_kingdom', 'colonies', 'province', 'nobility', 'persecuted', 'governments', 'the_council', 'heirs', 'upper_class', 'other_planets', 'slavery', 'monarchy', 'rulers', 'warfare', 'forefathers', 'other_races', 'assassins', 'oceania', 'dictatorship', 'tribes', 'traditionally', 'christianity', 'new_world', 'nation', 'other_kingdoms', 'empire', 'ruling', 'armed_forces', 'societies', 'ancient_times', 'descendants', 'covens', 'organisation', 'watchers', 'populace', 'dominant_heirarchical', 'the_united_states', 'communities', 'dominion', 'new_generation', 'monarch', 'govern', 'outlawed', 'babylon', 'traditions', 'next_generation', 'supernatural_beings', 'human_society', 'the_united_states_of_america', 'immigrants', 'bloodlines', 'governing', 'own_country', 'persecution', 'parliament', 'equality']",[30]
